Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"Java, JavaScript, CSS, Python, SQL, C#, C++, C, Perl",United States of America,Wisconsin,30-34,11,Consulting,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $10,001 - $25,000",Enterprise,Mac OS X,It pays the bills,"$100,000 - $120,000","iPhone, Blu-Ray, HDTV, AppleTV, Wii","$2,001-$3,000",Stack Overflow
2011,"Java, PHP, SQL",Netherlands,,25-29,41435,Foundation / Non-Profit,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, Recommender, No Involvement","nan, Software, User Equipment: Monitors, PCs, Laptops","<$10,000, Don't know",SaaS,Linux,I enjoy going to work,"$20,000 - $40,000","nan, Regular Mobile Phone",<$100,Stack Overflow
2011,"Java, SQL, C#",Other Europe,,30-34,41435,Software Products,Mid Sized (100-999),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $10,001 - $25,000",Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","nan, Android, Other Smart Phone, Kindle","$501-$1,000",Super User
2011,"nan, None",United States of America,Michigan,35-39,41435,Software Products,Mid Sized (100-999),Other,It's been known to happen,Influencer,"nan, Other","nan, Don't know",Other,Linux,So happy it hurts,"$80,000 - $100,000","nan, Android, Kindle, HDTV, Other netbook, Xbox, Wii","$2,001-$3,000",Other
2011,"nan, CSS, PHP, Ruby, SQL, C#",United States of America,Massachusetts,25-29,41435,Education,Mature Small Business (25-100),Server Programmer,It's been known to happen,"nan, Recommender, No Involvement","nan, Software","nan, Don't know",SaaS,Windows 7,I enjoy going to work,"$40,000 - $60,000","nan, Regular Mobile Phone, Other gaming system, Custom desktop build",$251-$500,Stack Overflow
2011,"Java, JavaScript, C#, C++, C, Delphi, bash",United Kingdom,,30-34,11,Software Products,Mid Sized (100-999),Kernel / Driver Developer,It's been known to happen,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Windows 7,It pays the bills,"$60,000 - $80,000","iPhone, Android, Regular Mobile Phone, Kindle, iPad, Other netbook",">$3,000",Stack Overflow
2011,"nan, JavaScript, C#",Canada,,25-29,41435,Other,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Windows 7,I enjoy going to work,"$40,000 - $60,000","iPhone, HDTV, Xbox, Wii",$251-$500,Other
2011,"Java, Bash",Canada,,20-24,<2,Other,"Fortune 1000 (1,000+)",IT Staff / System Administrator,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Linux,I enjoy going to work,"$40,000 - $60,000","nan, Android, Blu-Ray, HDTV, Other netbook, PS3","$1,001-$2,000",Server Fault
2011,"nan, Python, C++",United States of America,Texas,40-50,11,Other,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software, Consultants","nan, >$150,000",Other,Windows Vista,So happy it hurts,">$140,000","iPhone, Blackberry, AppleTV, iPad","$2,001-$3,000",Stack Overflow
2011,"nan, SQL",United States of America,Indiana,20-24,41310,Other,Mid Sized (100-999),IT Staff / System Administrator,It's been known to happen,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Other,Windows 7,It pays the bills,"$20,000 - $40,000","iPhone, Android, Kindle, Other netbook, Xbox","$501-$1,000",Super User
2011,"nan, C#",United States of America,Missouri,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"nan, Recommender, No Involvement","nan, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,"$40,000 - $60,000","nan, Android, Wii","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",Other Europe,,25-29,41435,Consulting,Mid Sized (100-999),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Windows 7,I enjoy going to work,"$20,000 - $40,000","nan, Regular Mobile Phone",<$100,Stack Overflow
2011,nan,Germany,,< 20,41310,Other,,,,nan,nan,nan,,,,,nan,,
2011,"nan, JavaScript, CSS, SQL, C#",United Kingdom,,30-34,11,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software","<$10,000",SaaS,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, Kindle, HDTV, Other netbook, Xbox","$2,001-$3,000",Stack Overflow
2011,"nan, SQL, C#",United States of America,Massachusetts,25-29,41435,Consulting,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,So happy it hurts,,"nan, Android, HDTV, Xbox, Wii, Other gaming system",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,Missouri,25-29,41310,Consulting,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,"$40,000 - $60,000","nan, Regular Mobile Phone, Wii, Other gaming system",$100-$250,Stack Overflow
2011,"nan, Python, C, R",United Kingdom,,30-34,41435,Education,"Fortune 1000 (1,000+)",Other,It's been known to happen,"nan, No Involvement",nan,nan,Other,Linux,FML,"$60,000 - $80,000","nan, PS3",$100-$250,Other
2011,"nan, JavaScript, CSS, C++, C",United Kingdom,,35-39,11,Software Products,Mid Sized (100-999),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software","nan, Don't know",SaaS,Windows XP,I'm not happy in my job,"$60,000 - $80,000","nan, Regular Mobile Phone, iPad","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,Illinois,35-39,11,Finance / Banking,Mid Sized (100-999),Systems Analyst,It's been known to happen,"Influencer, Recommender","nan, Software, Consultants","nan, Don't know",Web Platform,Windows 7,It pays the bills,"$120,000 - $140,000","iPhone, Blackberry, Blu-Ray, HDTV, Other netbook, PS3, Xbox","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, C#, C",United States of America,Illinois,35-39,11,Foundation / Non-Profit,Mature Small Business (25-100),Other,It's been known to happen,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Windows 7,I enjoy going to work,"$60,000 - $80,000","nan, Android, Blu-Ray, HDTV, PS3, Xbox","$2,001-$3,000",Stack Overflow
2011,"nan, C, Assembler",United Kingdom,,30-34,11,Manufacturing,"Fortune 1000 (1,000+)",Embedded Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Mobile,Windows XP,I enjoy going to work,"$60,000 - $80,000","nan, Regular Mobile Phone, Blu-Ray, HDTV","$1,001-$2,000",Programmers Stack Exchange
2011,"nan, SQL",United States of America,Missouri,35-39,41435,Other,"Fortune 1000 (1,000+)",Database Administrator,It's been known to happen,"nan, Recommender","nan, Software","nan, Don't know",Enterprise,Windows XP,It pays the bills,"$80,000 - $100,000","iPhone, HDTV, Xbox","$1,001-$2,000",Stack Overflow
2011,"nan, C#, C++",India,,20-24,41310,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,"nan, Recommender, No Involvement","Hardware, Software","nan, Don't know",Other,Windows 7,I enjoy going to work,"<$20,000","iPhone, Android, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"Java, ColdFusion",United States of America,Nebraska,35-39,11,Finance / Banking,"Fortune 1000 (1,000+)",Other,It's been known to happen,Influencer,"Hardware, Servers, Software","nan, Don't know",Enterprise,Mac OS X,It pays the bills,"$100,000 - $120,000","iPhone, Nook, Blu-Ray, HDTV, AppleTV, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, CSS, SQL, C#",United States of America,Kentucky,30-34,41435,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,It pays the bills,"$60,000 - $80,000","iPhone, HDTV",$251-$500,Stack Overflow
2011,"nan, JavaScript, CSS, Python",United Kingdom,,35-39,41435,Retail,Mid Sized (100-999),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Mac OS X,I enjoy going to work,"$60,000 - $80,000","nan, Android, Other netbook",<$100,Stack Overflow
2011,"Java, JavaScript, C++",United States of America,Colorado,30-34,41435,Other,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,Influencer,"Hardware, Software","<$10,000",Web Platform,Windows XP,It pays the bills,"$80,000 - $100,000","nan, Android",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, Python, SQL",United States of America,New York,25-29,41435,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender, No Involvement","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, Don't know",Web Platform,Linux,I'm not happy in my job,"$120,000 - $140,000","nan, Android, HDTV, PS3","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, Python, Ruby, SQL, C#, C",United States of America,Oklahoma,25-29,41435,Retail,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","iPhone, Kindle, Blu-Ray, HDTV, Wii","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, Ruby, SQL",United States of America,Illinois,25-29,41435,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Mac OS X,It pays the bills,"$60,000 - $80,000","iPhone, HDTV, iPad, PS3, Wii","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, Python, Ruby, SQL, C#",United States of America,Florida,20-24,41310,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Windows 7,It pays the bills,"$60,000 - $80,000","nan, Blackberry, HDTV, Xbox, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C#",Germany,,25-29,41310,Consulting,"Other (not working, consultant, etc.)",Web Application Developer,I run this place,"nan, Purchaser, Check Writer","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, iPad","$2,001-$3,000",Stack Overflow
2011,nan,United States of America,Maryland,30-34,41435,Healthcare,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender",nan,nan,,,,,nan,,
2011,"nan, JavaScript, CSS, SQL, C#",Other Europe,,30-34,11,Software Products,Start Up (1-25),Manager of Developers or Team Leader,I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","nan, >$150,000",Enterprise,Windows 7,So happy it hurts,">$140,000","iPhone, Other Smart Phone, Blu-Ray, HDTV, iPad, Xbox, Wii",">$3,000",Programmers Stack Exchange
2011,"Java, JavaScript, CSS, PHP, SQL, C",Other Europe,,25-29,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, $10,001 - $25,000",SaaS,Linux,I enjoy going to work,"$100,000 - $120,000","nan, HDTV","$2,001-$3,000",Stack Overflow
2011,nan,United States of America,Texas,,,,,,,nan,nan,nan,,,,,nan,,
2011,"nan, Python, Ruby, C++, C, shel scripting",South America,,20-24,41310,Software Products,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Enterprise,Linux,It pays the bills,"$20,000 - $40,000","nan, Other Smart Phone, Kindle, HDTV, PS3, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"nan, C#, C++, Assembly, Delphi",Middle East,,25-29,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","nan, Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Other,Windows 7,So happy it hurts,"$60,000 - $80,000","iPhone, Kindle, HDTV, Other netbook","$1,001-$2,000",Stack Overflow
2011,"nan, SQL, C#, C++, C",United States of America,Michigan,35-39,11,Consulting,Start Up (1-25),Desktop Application Developer,It's been known to happen,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","iPhone, Other Smart Phone, iPad",$100-$250,Stack Overflow
2011,"nan, JavaScript, Python, C#",United Kingdom,,30-34,41435,Finance / Banking,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software","nan, >$150,000",Web Platform,Windows XP,It pays the bills,"$60,000 - $80,000","nan, Android, HDTV, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Python, SQL",South America,,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"Influencer, Recommender","nan, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $10,001 - $25,000",Web Platform,Linux,It pays the bills,"<$20,000","nan, Regular Mobile Phone, laptop","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, SQL, C#",United States of America,Pennsylvania,35-39,11,Advertising,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,"$100,000 - $120,000","iPhone, iPad, Wii","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, Python, SQL, Perl",Canada,,25-29,41435,Software Products,Mid Sized (100-999),Server Programmer,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Windows XP,It pays the bills,"$40,000 - $60,000",nan,<$100,Stack Overflow
2011,"nan, PHP, C#",Other Europe,,20-24,41310,Other,Student,Student,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Windows 7,FML,Student / Unemployed,"nan, Kindle",$100-$250,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, C++, C",United Kingdom,,25-29,41310,Education,Student,Student,It's been known to happen,"nan, Recommender","Hardware, Software","nan, Don't know",Other,Windows 7,I enjoy going to work,Student / Unemployed,"nan, Regular Mobile Phone, HDTV, Other netbook, Other gaming system","$501-$1,000",Super User
2011,"nan, CSS, Python, C#",France,,25-29,<2,Consulting,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,"nan, Purchaser, No Involvement","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,,"iPhone, Android, iPad, Other gaming system, Nintendo DS",$100-$250,Programmers Stack Exchange
2011,"Java, JavaScript, CSS, PHP, SQL, KRL",United States of America,Utah,20-24,11,Education,Student,Student,Unless it's stoopid it gets done,"nan, Recommender","nan, Software","nan, Don't know",Web Platform,Linux,I enjoy going to work,Student / Unemployed,"nan, Other Smart Phone, Kindle, Other netbook","$501-$1,000",Stack Overflow
2011,"nan, Delphi",United States of America,South Dakota,30-34,11,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $25,001 - $40,000",Enterprise,Windows Vista,I enjoy going to work,"$80,000 - $100,000","nan, Android, Kindle, HDTV, Other netbook, Xbox, Wii","$501-$1,000",Stack Overflow
2011,"Java, C#",United States of America,Pennsylvania,30-34,11,Software Products,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software","<$10,000",Web Platform,Windows Vista,It pays the bills,"$100,000 - $120,000","iPhone, Kindle, HDTV, iPad, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C, Perl",United States of America,Massachusetts,35-39,11,Healthcare,Mid Sized (100-999),Web Application Developer,It's been known to happen,Influencer,"Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, >$150,000",Web Platform,Mac OS X,It pays the bills,"$120,000 - $140,000","nan, Regular Mobile Phone, Kindle, Blu-Ray, HDTV, PS3, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"Java, SQL, C#",United States of America,Washington,20-24,41310,Finance / Banking,Mature Small Business (25-100),Desktop Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Enterprise,Windows 7,It pays the bills,"$100,000 - $120,000","iPhone, HDTV",">$3,000",Stack Overflow
